,Latitude,Longitude,Region,Type,Collection Date,d2H,d18O,D17O,d2H_Analytical_SD,d18O_Analytical_SD
Country Code,25.1,-98.7867819,North Mexico,Tap,1/1/01,-47.19800186,-7.171999931,,,
Country Code,25.1,-98.5367819,North Mexico,Tap,1/1/01,-46.40299988,-7.125999928,,,
Country Code,25.1,-98.2867819,North Mexico,Tap,1/1/01,-45.68600082,-7.084000111,,,
Country Code,25.1,-98.0367819,North Mexico,Tap,1/1/01,-45.06800079,-7.046999931,,,
Country Code,25.1,-97.7867819,North Mexico,Tap,1/1/01,-44.56499863,-7.019000053,,,
Country Code,25.1,-97.5367819,North Mexico,Tap,1/1/01,-44.18500137,-7.000999928,,,
Country Code,24.85,-112.0367819,North Mexico,Tap,1/1/01,-60.57600021,-8.296999931,,,
Country Code,24.85,-111.7867819,North Mexico,Tap,1/1/01,-61.60400009,-8.434000015,,,
Country Code,24.85,-111.5367819,North Mexico,Tap,1/1/01,-62.40599823,-8.578000069,,,
Country Code,24.85,-111.2867819,North Mexico,Tap,1/1/01,-63.68199921,-8.746999741,,,
Country Code,24.85,-111.0367819,North Mexico,Tap,1/1/01,-64.97200012,-8.918999672,,,
Country Code,24.85,-110.7867819,North Mexico,Tap,1/1/01,-66.16699982,-9.076999664,,,
Country Code,24.85,-107.7867819,North Mexico,Tap,1/1/01,-62.65599823,-8.237000465,,,
Country Code,24.85,-107.5367819,North Mexico,Tap,1/1/01,-62.40000153,-8.175999641,,,
Country Code,24.85,-107.2867819,North Mexico,Tap,1/1/01,-62.1969986,-8.121999741,,,
Country Code,24.85,-107.0367819,North Mexico,Tap,1/1/01,-62.45100021,-8.112000465,,,
Country Code,24.85,-106.7867819,North Mexico,Tap,1/1/01,-62.24200058,-8.06000042,,,
Country Code,24.85,-106.5367819,North Mexico,Tap,1/1/01,-62.10100174,-8.015999794,,,
Country Code,24.85,-106.2867819,North Mexico,Tap,1/1/01,-62.03699875,-7.980999947,,,
Country Code,24.85,-106.0367819,North Mexico,Tap,1/1/01,-62.06100082,-7.955999851,,,
Country Code,24.85,-105.7867819,North Mexico,Tap,1/1/01,-61.46500015,-7.882999897,,,
Country Code,24.85,-105.5367819,North Mexico,Tap,1/1/01,-62.05799866,-7.931000233,,,
Country Code,24.85,-105.2867819,North Mexico,Tap,1/1/01,-62.61899948,-8.01099968,,,
Country Code,24.85,-105.0367819,North Mexico,Tap,1/1/01,-63.13299942,-8.116999626,,,
Country Code,24.85,-104.7867819,North Mexico,Tap,1/1/01,-63.59700012,-8.211999893,,,
Country Code,24.85,-104.5367819,North Mexico,Tap,1/1/01,-63.93799973,-8.269000053,,,
Country Code,24.85,-104.2867819,North Mexico,Tap,1/1/01,-64.13300323,-8.291000366,,,
Country Code,24.85,-104.0367819,North Mexico,Tap,1/1/01,-64.18099976,-8.270999908,,,
Country Code,24.85,-103.7867819,North Mexico,Tap,1/1/01,-64.08999634,-8.234999657,,,
Country Code,24.85,-103.5367819,North Mexico,Tap,1/1/01,-63.8390007,-8.19299984,,,
Country Code,24.85,-103.2867819,North Mexico,Tap,1/1/01,-63.35200119,-8.142999649,,,
Country Code,24.85,-103.0367819,North Mexico,Tap,1/1/01,-62.58800125,-8.081999779,,,
Country Code,24.85,-102.7867819,North Mexico,Tap,1/1/01,-61.55099869,-8.005000114,,,
Country Code,24.85,-102.5367819,North Mexico,Tap,1/1/01,-60.29499817,-7.914999962,,,
Country Code,24.85,-102.2867819,North Mexico,Tap,1/1/01,-58.90299988,-7.81799984,,,
Country Code,24.85,-102.0367819,North Mexico,Tap,1/1/01,-57.49300003,-7.72300005,,,
Country Code,24.85,-101.7867819,North Mexico,Tap,1/1/01,-56.14799881,-7.639999866,,,
Country Code,24.85,-101.5367819,North Mexico,Tap,1/1/01,-55.16699982,-7.585000038,,,
Country Code,24.85,-101.2867819,North Mexico,Tap,1/1/01,-54.47100067,-7.558000088,,,
Country Code,24.85,-101.0367819,North Mexico,Tap,1/1/01,-54.15999985,-7.56099987,,,
Country Code,24.85,-100.7867819,North Mexico,Tap,1/1/01,-53.98699951,-7.572999954,,,
Country Code,24.85,-100.5367819,North Mexico,Tap,1/1/01,-53.88600159,-7.589000225,,,
Country Code,24.85,-100.2867819,North Mexico,Tap,1/1/01,-53.78300095,-7.600999832,,,
Country Code,24.85,-100.0367819,North Mexico,Tap,1/1/01,-51.16400146,-7.421999931,,,
Country Code,24.85,-99.7867819,North Mexico,Tap,1/1/01,-50.15299988,-7.361000061,,,
Country Code,24.85,-99.5367819,North Mexico,Tap,1/1/01,-49.34999847,-7.302999973,,,
Country Code,24.85,-99.2867819,North Mexico,Tap,1/1/01,-47.99900055,-7.215000153,,,
Country Code,24.85,-99.0367819,North Mexico,Tap,1/1/01,-47.46699905,-7.171000004,,,
Country Code,24.85,-98.7867819,North Mexico,Tap,1/1/01,-46.44400024,-7.103000164,,,
Country Code,24.85,-98.5367819,North Mexico,Tap,1/1/01,-45.5340004,-7.053999901,,,
Country Code,24.85,-98.2867819,North Mexico,Tap,1/1/01,-44.65000153,-6.997000217,,,
Country Code,24.85,-98.0367819,North Mexico,Tap,1/1/01,-43.89199829,-6.948999882,,,
Country Code,24.85,-97.7867819,North Mexico,Tap,1/1/01,-43.27700043,-6.914000034,,,
Country Code,24.6,-111.7867819,North Mexico,Tap,1/1/01,-62.27999878,-8.555000305,,,
Country Code,24.6,-111.5367819,North Mexico,Tap,1/1/01,-63.66199875,-8.73900032,,,
Country Code,24.6,-111.2867819,North Mexico,Tap,1/1/01,-65.16500092,-8.944000244,,,
Country Code,24.6,-111.0367819,North Mexico,Tap,1/1/01,-66.74500275,-9.163999557,,,
Country Code,24.6,-110.7867819,North Mexico,Tap,1/1/01,-68.29799652,-9.380999565,,,
Country Code,24.6,-107.7867819,North Mexico,Tap,1/1/01,-62.99900055,-8.274999619,,,
Country Code,24.6,-107.5367819,North Mexico,Tap,1/1/01,-62.69100189,-8.208999634,,,
Country Code,24.6,-107.2867819,North Mexico,Tap,1/1/01,-62.9090004,-8.194000244,,,
Country Code,24.6,-107.0367819,North Mexico,Tap,1/1/01,-62.66199875,-8.140999794,,,
Country Code,24.6,-106.7867819,North Mexico,Tap,1/1/01,-62.50099945,-8.100000381,,,
Country Code,24.6,-106.5367819,North Mexico,Tap,1/1/01,-62.43199921,-8.071000099,,,
Country Code,24.6,-106.2867819,North Mexico,Tap,1/1/01,-62.4620018,-8.057999611,,,
Country Code,24.6,-106.0367819,North Mexico,Tap,1/1/01,-62.60400009,-8.062999725,,,
Country Code,24.6,-105.7867819,North Mexico,Tap,1/1/01,-61.99900055,-8.017000198,,,
Country Code,24.6,-105.5367819,North Mexico,Tap,1/1/01,-62.74000168,-8.112000465,,,
Country Code,24.6,-105.2867819,North Mexico,Tap,1/1/01,-63.52799988,-8.23900032,,,
Country Code,24.6,-105.0367819,North Mexico,Tap,1/1/01,-64.31300354,-8.385000229,,,
Country Code,24.6,-104.7867819,North Mexico,Tap,1/1/01,-64.99099731,-8.51099968,,,
Country Code,24.6,-104.5367819,North Mexico,Tap,1/1/01,-65.39499664,-8.572999954,,,
Country Code,24.6,-104.2867819,North Mexico,Tap,1/1/01,-65.55999756,-8.56799984,,,
Country Code,24.6,-104.0367819,North Mexico,Tap,1/1/01,-65.62999725,-8.531000137,,,
Country Code,24.6,-103.7867819,North Mexico,Tap,1/1/01,-65.55400085,-8.484999657,,,
Country Code,24.6,-103.5367819,North Mexico,Tap,1/1/01,-65.3690033,-8.442000389,,,
Country Code,24.6,-103.2867819,North Mexico,Tap,1/1/01,-64.9940033,-8.397999763,,,
Country Code,24.6,-103.0367819,North Mexico,Tap,1/1/01,-64.33499908,-8.338999748,,,
Country Code,24.6,-102.7867819,North Mexico,Tap,1/1/01,-63.3370018,-8.25399971,,,
Country Code,24.6,-102.5367819,North Mexico,Tap,1/1/01,-62.07300186,-8.149000168,,,
Country Code,24.6,-102.2867819,North Mexico,Tap,1/1/01,-60.67699814,-8.038999557,,,
Country Code,24.6,-102.0367819,North Mexico,Tap,1/1/01,-59.27399826,-7.93599987,,,
Country Code,24.6,-101.7867819,North Mexico,Tap,1/1/01,-58.01900101,-7.854000092,,,
Country Code,24.6,-101.5367819,North Mexico,Tap,1/1/01,-56.95700073,-7.797999859,,,
Country Code,24.6,-101.2867819,North Mexico,Tap,1/1/01,-56.15399933,-7.767000198,,,
Country Code,24.6,-101.0367819,North Mexico,Tap,1/1/01,-55.58499908,-7.755000114,,,
Country Code,24.6,-100.7867819,North Mexico,Tap,1/1/01,-54.67699814,-7.708000183,,,
Country Code,24.6,-100.5367819,North Mexico,Tap,1/1/01,-53.80400085,-7.662000179,,,
Country Code,24.6,-100.2867819,North Mexico,Tap,1/1/01,-52.75899887,-7.593999863,,,
Country Code,24.6,-100.0367819,North Mexico,Tap,1/1/01,-51.54999924,-7.507999897,,,
Country Code,24.6,-99.7867819,North Mexico,Tap,1/1/01,-50.22800064,-7.407999992,,,
Country Code,24.6,-99.5367819,North Mexico,Tap,1/1/01,-48.87799835,-7.296000004,,,
Country Code,24.6,-99.2867819,North Mexico,Tap,1/1/01,-47.50999832,-7.190000057,,,
Country Code,24.6,-99.0367819,North Mexico,Tap,1/1/01,-46.4620018,-7.117000103,,,
Country Code,24.6,-98.7867819,North Mexico,Tap,1/1/01,-45.2179985,-7.024000168,,,
Country Code,24.6,-98.5367819,North Mexico,Tap,1/1/01,-44.54399872,-6.960000038,,,
Country Code,24.6,-98.2867819,North Mexico,Tap,1/1/01,-43.50699997,-6.886000156,,,
Country Code,24.6,-98.0367819,North Mexico,Tap,1/1/01,-42.63299942,-6.827000141,,,
Country Code,24.6,-97.7867819,North Mexico,Tap,1/1/01,-41.94400024,-6.78399992,,,
Country Code,24.35,-111.2867819,North Mexico,Tap,1/1/01,-66.3030014,-9.097999573,,,
Country Code,24.35,-111.0367819,North Mexico,Tap,1/1/01,-68.14299774,-9.362000465,,,
Country Code,24.35,-110.7867819,North Mexico,Tap,1/1/01,-70.09600067,-9.645000458,,,
Country Code,24.35,-107.5367819,North Mexico,Tap,1/1/01,-62.95100021,-8.241999626,,,
Country Code,24.35,-107.2867819,North Mexico,Tap,1/1/01,-63.05500031,-8.218000412,,,
Country Code,24.35,-107.0367819,North Mexico,Tap,1/1/01,-62.83800125,-8.171999931,,,
Country Code,24.35,-106.7867819,North Mexico,Tap,1/1/01,-62.72499847,-8.140999794,,,
Country Code,24.35,-106.5367819,North Mexico,Tap,1/1/01,-62.72200012,-8.128000259,,,
Country Code,24.35,-106.2867819,North Mexico,Tap,1/1/01,-62.8390007,-8.135000229,,,
Country Code,24.35,-106.0367819,North Mexico,Tap,1/1/01,-63.15999985,-8.171999931,,,
Country Code,24.35,-105.7867819,North Mexico,Tap,1/1/01,-62.4659996,-8.147999763,,,
Country Code,24.35,-105.5367819,North Mexico,Tap,1/1/01,-63.38100052,-8.284999847,,,
Country Code,24.35,-105.2867819,North Mexico,Tap,1/1/01,-64.40699768,-8.461999893,,,
Country Code,24.35,-105.0367819,North Mexico,Tap,1/1/01,-65.50499725,-8.668000221,,,
Country Code,24.35,-104.7867819,North Mexico,Tap,1/1/01,-66.45200348,-8.847999573,,,
Country Code,24.35,-104.5367819,North Mexico,Tap,1/1/01,-66.97000122,-8.911000252,,,
Country Code,24.35,-104.2867819,North Mexico,Tap,1/1/01,-67.07499695,-8.859999657,,,
Country Code,24.35,-104.0367819,North Mexico,Tap,1/1/01,-67.01799774,-8.781000137,,,
Country Code,24.35,-103.7867819,North Mexico,Tap,1/1/01,-66.98899841,-8.722999573,,,
Country Code,24.35,-103.5367819,North Mexico,Tap,1/1/01,-66.96299744,-8.68999958,,,
Country Code,24.35,-103.2867819,North Mexico,Tap,1/1/01,-66.80899811,-8.666999817,,,
Country Code,24.35,-103.0367819,North Mexico,Tap,1/1/01,-66.29599762,-8.618000031,,,
Country Code,24.35,-102.7867819,North Mexico,Tap,1/1/01,-65.28600311,-8.520999908,,,
Country Code,24.35,-102.5367819,North Mexico,Tap,1/1/01,-63.90999985,-8.390999794,,,
Country Code,24.35,-102.2867819,North Mexico,Tap,1/1/01,-62.43099976,-8.258999825,,,
Country Code,24.35,-102.0367819,North Mexico,Tap,1/1/01,-61.01499939,-8.147000313,,,
Country Code,24.35,-101.7867819,North Mexico,Tap,1/1/01,-59.76100159,-8.06499958,,,
Country Code,24.35,-101.5367819,North Mexico,Tap,1/1/01,-58.73500061,-8.013999939,,,
Country Code,24.35,-101.2867819,North Mexico,Tap,1/1/01,-57.90599823,-7.989999771,,,
Country Code,24.35,-101.0367819,North Mexico,Tap,1/1/01,-57.34400177,-7.993999958,,,
Country Code,24.35,-100.7867819,North Mexico,Tap,1/1/01,-56.15800095,-7.931000233,,,
Country Code,24.35,-100.5367819,North Mexico,Tap,1/1/01,-55.02999878,-7.855000019,,,
Country Code,24.35,-100.2867819,North Mexico,Tap,1/1/01,-53.61800003,-7.745999813,,,
Country Code,24.35,-100.0367819,North Mexico,Tap,1/1/01,-52.01499939,-7.611000061,,,
Country Code,24.35,-99.7867819,North Mexico,Tap,1/1/01,-50.31999969,-7.454999924,,,
Country Code,24.35,-99.5367819,North Mexico,Tap,1/1/01,-48.59199905,-7.302999973,,,
Country Code,24.35,-99.2867819,North Mexico,Tap,1/1/01,-47.36700058,-7.198999882,,,
Country Code,24.35,-99.0367819,North Mexico,Tap,1/1/01,-45.77199936,-7.063000202,,,
Country Code,24.35,-98.7867819,North Mexico,Tap,1/1/01,-44.27099991,-6.936999798,,,
Country Code,24.35,-98.5367819,North Mexico,Tap,1/1/01,-43.15499878,-6.836999893,,,
Country Code,24.35,-98.2867819,North Mexico,Tap,1/1/01,-41.94900131,-6.742000103,,,
Country Code,24.35,-98.0367819,North Mexico,Tap,1/1/01,-40.95500183,-6.666999817,,,
Country Code,24.35,-97.7867819,North Mexico,Tap,1/1/01,-40.20100021,-6.617000103,,,
Country Code,24.1,-110.7867819,North Mexico,Tap,1/1/01,-71.03199768,-9.788000107,,,
Country Code,24.1,-110.5367819,North Mexico,Tap,1/1/01,-73.29499817,-10.12800026,,,
Country Code,24.1,-110.2867819,North Mexico,Tap,1/1/01,-74.96700287,-10.3760004,,,
Country Code,24.1,-110.0367819,North Mexico,Tap,1/1/01,-73.28299713,-10.08600044,,,
Country Code,24.1,-107.0367819,North Mexico,Tap,1/1/01,-62.95700073,-8.199000359,,,
Country Code,24.1,-106.7867819,North Mexico,Tap,1/1/01,-62.88800049,-8.17800045,,,
Country Code,24.1,-106.5367819,North Mexico,Tap,1/1/01,-62.20500183,-8.130000114,,,
Country Code,24.1,-106.2867819,North Mexico,Tap,1/1/01,-62.42100143,-8.154999733,,,
Country Code,24.1,-106.0367819,North Mexico,Tap,1/1/01,-62.80699921,-8.211000443,,,
Country Code,24.1,-105.7867819,North Mexico,Tap,1/1/01,-63.32799911,-8.293000221,,,
Country Code,24.1,-105.5367819,North Mexico,Tap,1/1/01,-63.24599838,-8.375,,,
Country Code,24.1,-105.2867819,North Mexico,Tap,1/1/01,-64.59700012,-8.595999718,,,
Country Code,24.1,-105.0367819,North Mexico,Tap,1/1/01,-66.14900208,-8.868000031,,,
Country Code,24.1,-104.7867819,North Mexico,Tap,1/1/01,-67.86799622,-9.173999786,,,
Country Code,24.1,-104.5367819,North Mexico,Tap,1/1/01,-68.55400085,-9.241000175,,,
Country Code,24.1,-104.2867819,North Mexico,Tap,1/1/01,-68.23899841,-9.083999634,,,
Country Code,24.1,-104.0367819,North Mexico,Tap,1/1/01,-68.10900116,-8.968999863,,,
Country Code,24.1,-103.7867819,North Mexico,Tap,1/1/01,-68.17700195,-8.909000397,,,
Country Code,24.1,-103.5367819,North Mexico,Tap,1/1/01,-68.40100098,-8.902000427,,,
Country Code,24.1,-103.2867819,North Mexico,Tap,1/1/01,-68.65100098,-8.927000046,,,
Country Code,24.1,-103.0367819,North Mexico,Tap,1/1/01,-68.45400238,-8.914999962,,,
Country Code,24.1,-102.7867819,North Mexico,Tap,1/1/01,-67.26599884,-8.786000252,,,
Country Code,24.1,-102.5367819,North Mexico,Tap,1/1/01,-65.62200165,-8.609999657,,,
Country Code,24.1,-102.2867819,North Mexico,Tap,1/1/01,-64,-8.451999664,,,
Country Code,24.1,-102.0367819,North Mexico,Tap,1/1/01,-62.54499817,-8.331999779,,,
Country Code,24.1,-101.7867819,North Mexico,Tap,1/1/01,-61.31100082,-8.251999855,,,
Country Code,24.1,-101.5367819,North Mexico,Tap,1/1/01,-60.31299973,-8.213000298,,,
Country Code,24.1,-101.2867819,North Mexico,Tap,1/1/01,-59.83300018,-8.241000175,,,
Country Code,24.1,-101.0367819,North Mexico,Tap,1/1/01,-59.07799911,-8.23900032,,,
Country Code,24.1,-100.7867819,North Mexico,Tap,1/1/01,-57.88100052,-8.18599987,,,
Country Code,24.1,-100.5367819,North Mexico,Tap,1/1/01,-56.40100098,-8.079000473,,,
Country Code,24.1,-100.2867819,North Mexico,Tap,1/1/01,-54.55199814,-7.916999817,,,
Country Code,24.1,-100.0367819,North Mexico,Tap,1/1/01,-52.45700073,-7.711999893,,,
Country Code,24.1,-99.7867819,North Mexico,Tap,1/1/01,-50.29600143,-7.501999855,,,
Country Code,24.1,-99.5367819,North Mexico,Tap,1/1/01,-48.8730011,-7.356999874,,,
Country Code,24.1,-99.2867819,North Mexico,Tap,1/1/01,-46.88600159,-7.169000149,,,
Country Code,24.1,-99.0367819,North Mexico,Tap,1/1/01,-44.9679985,-6.991000175,,,
Country Code,24.1,-98.7867819,North Mexico,Tap,1/1/01,-43.45600128,-6.843999863,,,
Country Code,24.1,-98.5367819,North Mexico,Tap,1/1/01,-41.80099869,-6.697000027,,,
Country Code,24.1,-98.2867819,North Mexico,Tap,1/1/01,-40.36500168,-6.572999954,,,
Country Code,24.1,-98.0367819,North Mexico,Tap,1/1/01,-39.20199966,-6.479000092,,,
Country Code,24.1,-97.7867819,North Mexico,Tap,1/1/01,-38.34600067,-6.416999817,,,
Country Code,23.85,-110.5367819,North Mexico,Tap,1/1/01,-72.59999847,-10.03999996,,,
Country Code,23.85,-110.2867819,North Mexico,Tap,1/1/01,-73.44000244,-10.16300011,,,
Country Code,23.85,-110.0367819,North Mexico,Tap,1/1/01,-72.81999969,-10.04199982,,,
Country Code,23.85,-109.7867819,North Mexico,Tap,1/1/01,-71.46199799,-9.793000221,,,
Country Code,23.85,-106.7867819,North Mexico,Tap,1/1/01,-62.3409996,-8.166000366,,,
Country Code,23.85,-106.5367819,North Mexico,Tap,1/1/01,-62.43600082,-8.173999786,,,
Country Code,23.85,-106.2867819,North Mexico,Tap,1/1/01,-62.68199921,-8.208000183,,,
Country Code,23.85,-106.0367819,North Mexico,Tap,1/1/01,-63.09500122,-8.272000313,,,
Country Code,23.85,-105.7867819,North Mexico,Tap,1/1/01,-63.69200134,-8.373999596,,,
Country Code,23.85,-105.5367819,North Mexico,Tap,1/1/01,-63.52799988,-8.44299984,,,
Country Code,23.85,-105.2867819,North Mexico,Tap,1/1/01,-64.85700226,-8.659999847,,,
Country Code,23.85,-105.0367819,North Mexico,Tap,1/1/01,-66.34500122,-8.913999557,,,
Country Code,23.85,-104.7867819,North Mexico,Tap,1/1/01,-67.82099915,-9.164999962,,,
Country Code,23.85,-104.5367819,North Mexico,Tap,1/1/01,-68.57499695,-9.234999657,,,
Country Code,23.85,-104.2867819,North Mexico,Tap,1/1/01,-68.58799744,-9.133000374,,,
Country Code,23.85,-104.0367819,North Mexico,Tap,1/1/01,-68.66300201,-9.046999931,,,
Country Code,23.85,-103.7867819,North Mexico,Tap,1/1/01,-68.88500214,-9.008999825,,,
Country Code,23.85,-103.5367819,North Mexico,Tap,1/1/01,-69.32900238,-9.029000282,,,
Country Code,23.85,-103.2867819,North Mexico,Tap,1/1/01,-70.01100159,-9.109000206,,,
Country Code,23.85,-103.0367819,North Mexico,Tap,1/1/01,-70.76200104,-9.215000153,,,
Country Code,23.85,-102.7867819,North Mexico,Tap,1/1/01,-68.76999664,-8.977000237,,,
Country Code,23.85,-102.5367819,North Mexico,Tap,1/1/01,-66.85199738,-8.760000229,,,
Country Code,23.85,-102.2867819,North Mexico,Tap,1/1/01,-65.16999817,-8.590000153,,,
Country Code,23.85,-102.0367819,North Mexico,Tap,1/1/01,-63.73400116,-8.470000267,,,
Country Code,23.85,-101.7867819,North Mexico,Tap,1/1/01,-62.55599976,-8.399000168,,,
Country Code,23.85,-101.5367819,North Mexico,Tap,1/1/01,-62.27399826,-8.442000389,,,
Country Code,23.85,-101.2867819,North Mexico,Tap,1/1/01,-61.50899887,-8.453000069,,,
Country Code,23.85,-101.0367819,North Mexico,Tap,1/1/01,-60.87200165,-8.489999771,,,
Country Code,23.85,-100.7867819,North Mexico,Tap,1/1/01,-60.11299896,-8.503000259,,,
Country Code,23.85,-100.5367819,North Mexico,Tap,1/1/01,-58.05799866,-8.342000008,,,
Country Code,23.85,-100.2867819,North Mexico,Tap,1/1/01,-55.9280014,-8.126000404,,,
Country Code,23.85,-100.0367819,North Mexico,Tap,1/1/01,-53.4640007,-7.855999947,,,
Country Code,23.85,-99.7867819,North Mexico,Tap,1/1/01,-51.05099869,-7.600999832,,,
Country Code,23.85,-99.5367819,North Mexico,Tap,1/1/01,-48.65299988,-7.355000019,,,
Country Code,23.85,-99.2867819,North Mexico,Tap,1/1/01,-46.64799881,-7.143000126,,,
Country Code,23.85,-99.0367819,North Mexico,Tap,1/1/01,-44.36299896,-6.918000221,,,
Country Code,23.85,-98.7867819,North Mexico,Tap,1/1/01,-42.19300079,-6.709000111,,,
Country Code,23.85,-98.5367819,North Mexico,Tap,1/1/01,-40.2120018,-6.519999981,,,
Country Code,23.85,-98.2867819,North Mexico,Tap,1/1/01,-38.5,-6.361999989,,,
Country Code,23.85,-98.0367819,North Mexico,Tap,1/1/01,-37.13399887,-6.242000103,,,
Country Code,23.85,-97.7867819,North Mexico,Tap,1/1/01,-36.16400146,-6.166999817,,,
Country Code,23.6,-110.2867819,North Mexico,Tap,1/1/01,-72.25099945,-10.02999973,,,
Country Code,23.6,-110.0367819,North Mexico,Tap,1/1/01,-71.88600159,-9.940999985,,,
Country Code,23.6,-109.7867819,North Mexico,Tap,1/1/01,-70.78800201,-9.715999603,,,
Country Code,23.6,-109.5367819,North Mexico,Tap,1/1/01,-69.51699829,-9.467000008,,,
Country Code,23.6,-106.5367819,North Mexico,Tap,1/1/01,-62.30699921,-8.18200016,,,
Country Code,23.6,-106.2867819,North Mexico,Tap,1/1/01,-62.56900024,-8.218999863,,,
Country Code,23.6,-106.0367819,North Mexico,Tap,1/1/01,-62.99200058,-8.284999847,,,
Country Code,23.6,-105.7867819,North Mexico,Tap,1/1/01,-62.5909996,-8.291999817,,,
Country Code,23.6,-105.5367819,North Mexico,Tap,1/1/01,-63.65999985,-8.451000214,,,
Country Code,23.6,-105.2867819,North Mexico,Tap,1/1/01,-64.51999664,-8.616999626,,,
Country Code,23.6,-105.0367819,North Mexico,Tap,1/1/01,-65.72499847,-8.807999611,,,
Country Code,23.6,-104.7867819,North Mexico,Tap,1/1/01,-66.93299866,-8.975000381,,,
Country Code,23.6,-104.5367819,North Mexico,Tap,1/1/01,-67.75800323,-9.050999641,,,
Country Code,23.6,-104.2867819,North Mexico,Tap,1/1/01,-68.21600342,-9.043000221,,,
Country Code,23.6,-104.0367819,North Mexico,Tap,1/1/01,-68.56500244,-9.013999939,,,
Country Code,23.6,-103.7867819,North Mexico,Tap,1/1/01,-69.02300262,-9.013999939,,,
Country Code,23.6,-103.5367819,North Mexico,Tap,1/1/01,-69.47799683,-9.039999962,,,
Country Code,23.6,-103.2867819,North Mexico,Tap,1/1/01,-69.96499634,-9.092000008,,,
Country Code,23.6,-103.0367819,North Mexico,Tap,1/1/01,-69.99700165,-9.102999687,,,
Country Code,23.6,-102.7867819,North Mexico,Tap,1/1/01,-69.23400116,-9.012000084,,,
Country Code,23.6,-102.5367819,North Mexico,Tap,1/1/01,-67.86199951,-8.861000061,,,
