,Latitude,Longitude,Region,Type,Collection Date,d2H,d18O,D17O,d2H_Analytical_SD,d18O_Analytical_SD
Country Code,21.6,-105.2867819,South Mexico,Tap,1/1/01,-59.11100006,-7.901000023,,,
Country Code,21.6,-105.0367819,South Mexico,Tap,1/1/01,-59.39899826,-7.907999992,,,
Country Code,21.6,-104.7867819,South Mexico,Tap,1/1/01,-59.07799911,-7.868999958,,,
Country Code,21.6,-104.5367819,South Mexico,Tap,1/1/01,-59.33200073,-7.873000145,,,
Country Code,21.6,-104.2867819,South Mexico,Tap,1/1/01,-59.68199921,-7.892000198,,,
Country Code,21.6,-104.0367819,South Mexico,Tap,1/1/01,-60.27000046,-7.946000099,,,
Country Code,21.6,-103.7867819,South Mexico,Tap,1/1/01,-61.3030014,-8.06499958,,,
Country Code,21.6,-103.5367819,South Mexico,Tap,1/1/01,-62.72700119,-8.244000435,,,
Country Code,21.6,-103.2867819,South Mexico,Tap,1/1/01,-64.52200317,-8.456999779,,,
Country Code,21.6,-103.0367819,South Mexico,Tap,1/1/01,-64.9980011,-8.491000175,,,
Country Code,21.6,-102.7867819,South Mexico,Tap,1/1/01,-65.57499695,-8.545999527,,,
Country Code,21.6,-102.5367819,South Mexico,Tap,1/1/01,-66.63999939,-8.678999901,,,
Country Code,21.6,-102.2867819,South Mexico,Tap,1/1/01,-68.21700287,-8.878000259,,,
Country Code,21.6,-102.0367819,South Mexico,Tap,1/1/01,-70.1740036,-9.180000305,,,
Country Code,21.6,-101.7867819,South Mexico,Tap,1/1/01,-70.59500122,-9.272999763,,,
Country Code,21.6,-101.5367819,South Mexico,Tap,1/1/01,-70.97000122,-9.345999718,,,
Country Code,21.6,-101.2867819,South Mexico,Tap,1/1/01,-70.57700348,-9.319000244,,,
Country Code,21.6,-101.0367819,South Mexico,Tap,1/1/01,-69.30799866,-9.208999634,,,
Country Code,21.6,-100.7867819,South Mexico,Tap,1/1/01,-67.70700073,-9.059000015,,,
Country Code,21.6,-100.5367819,South Mexico,Tap,1/1/01,-65.01799774,-8.826000214,,,
Country Code,21.6,-100.2867819,South Mexico,Tap,1/1/01,-62.76800156,-8.616999626,,,
Country Code,21.6,-100.0367819,South Mexico,Tap,1/1/01,-60.70500183,-8.428999901,,,
Country Code,21.6,-99.7867819,South Mexico,Tap,1/1/01,-59.71500015,-8.369999886,,,
Country Code,21.6,-99.5367819,South Mexico,Tap,1/1/01,-54.40200043,-7.842000008,,,
Country Code,21.6,-99.2867819,South Mexico,Tap,1/1/01,-49.93399811,-7.415999889,,,
Country Code,21.6,-99.0367819,South Mexico,Tap,1/1/01,-45.67699814,-6.954999924,,,
Country Code,21.6,-98.7867819,South Mexico,Tap,1/1/01,-40.15800095,-6.301000118,,,
Country Code,21.6,-98.5367819,South Mexico,Tap,1/1/01,-33.78699875,-5.480000019,,,
Country Code,21.6,-98.2867819,South Mexico,Tap,1/1/01,-27.06999969,-4.541999817,,,
Country Code,21.6,-98.0367819,South Mexico,Tap,1/1/01,-20.57999992,-3.571000099,,,
Country Code,21.6,-97.7867819,South Mexico,Tap,1/1/01,-16.75600052,-3.023000002,,,
Country Code,21.6,-88.0367819,South Mexico,Tap,1/1/01,-25.76300049,-4.418000221,,,
Country Code,21.35,-105.0367819,South Mexico,Tap,1/1/01,-58.59000015,-7.829999924,,,
Country Code,21.35,-104.7867819,South Mexico,Tap,1/1/01,-57.75799942,-7.737999916,,,
Country Code,21.35,-104.5367819,South Mexico,Tap,1/1/01,-57.64799881,-7.696000099,,,
Country Code,21.35,-104.2867819,South Mexico,Tap,1/1/01,-57.48400116,-7.650000095,,,
Country Code,21.35,-104.0367819,South Mexico,Tap,1/1/01,-56.97600174,-7.56099987,,,
Country Code,21.35,-103.7867819,South Mexico,Tap,1/1/01,-57.24000168,-7.578999996,,,
Country Code,21.35,-103.5367819,South Mexico,Tap,1/1/01,-57.99100113,-7.665999889,,,
Country Code,21.35,-103.2867819,South Mexico,Tap,1/1/01,-59.23699951,-7.820000172,,,
Country Code,21.35,-103.0367819,South Mexico,Tap,1/1/01,-60.79299927,-8.005000114,,,
Country Code,21.35,-102.7867819,South Mexico,Tap,1/1/01,-62.57099915,-8.225999832,,,
Country Code,21.35,-102.5367819,South Mexico,Tap,1/1/01,-64.6210022,-8.493000031,,,
Country Code,21.35,-102.2867819,South Mexico,Tap,1/1/01,-66.88999939,-8.798999786,,,
Country Code,21.35,-102.0367819,South Mexico,Tap,1/1/01,-69.21099854,-9.119999886,,,
Country Code,21.35,-101.7867819,South Mexico,Tap,1/1/01,-71.35099792,-9.416999817,,,
Country Code,21.35,-101.5367819,South Mexico,Tap,1/1/01,-72.14900208,-9.555999756,,,
Country Code,21.35,-101.2867819,South Mexico,Tap,1/1/01,-71.18699646,-9.449000359,,,
Country Code,21.35,-101.0367819,South Mexico,Tap,1/1/01,-69.99199677,-9.31400013,,,
Country Code,21.35,-100.7867819,South Mexico,Tap,1/1/01,-68.50099945,-9.173999786,,,
Country Code,21.35,-100.5367819,South Mexico,Tap,1/1/01,-67.24500275,-9.050000191,,,
Country Code,21.35,-100.2867819,South Mexico,Tap,1/1/01,-65.875,-8.883999825,,,
Country Code,21.35,-100.0367819,South Mexico,Tap,1/1/01,-62.48899841,-8.61400032,,,
Country Code,21.35,-99.7867819,South Mexico,Tap,1/1/01,-59.97000122,-8.387999535,,,
Country Code,21.35,-99.5367819,South Mexico,Tap,1/1/01,-57.11500168,-8.145999908,,,
Country Code,21.35,-99.2867819,South Mexico,Tap,1/1/01,-54.79399872,-7.947999954,,,
Country Code,21.35,-99.0367819,South Mexico,Tap,1/1/01,-50.80099869,-7.539999962,,,
Country Code,21.35,-98.7867819,South Mexico,Tap,1/1/01,-45.16600037,-6.897999763,,,
Country Code,21.35,-98.5367819,South Mexico,Tap,1/1/01,-38.91199875,-6.138000011,,,
Country Code,21.35,-98.2867819,South Mexico,Tap,1/1/01,-32.74200058,-5.34800005,,,
Country Code,21.35,-98.0367819,South Mexico,Tap,1/1/01,-27.43300056,-4.645999908,,,
Country Code,21.35,-97.7867819,South Mexico,Tap,1/1/01,-24.36800003,-4.268000126,,,
Country Code,21.35,-97.5367819,South Mexico,Tap,1/1/01,-24.14999962,-4.329999924,,,
Country Code,21.35,-89.0367819,Yucatan,Tap,1/1/01,-27.73900032,-4.572999954,,,
Country Code,21.35,-88.7867819,Yucatan,Tap,1/1/01,-26.1060009,-4.388999939,,,
Country Code,21.35,-88.5367819,Yucatan,Tap,1/1/01,-25.44400024,-4.328999996,,,
Country Code,21.35,-88.2867819,Yucatan,Tap,1/1/01,-24.79400063,-4.270999908,,,
Country Code,21.35,-88.0367819,Yucatan,Tap,1/1/01,-24.23600006,-4.221000195,,,
Country Code,21.35,-87.7867819,Yucatan,Tap,1/1/01,-23.89500046,-4.197000027,,,
Country Code,21.35,-87.5367819,Yucatan,Tap,1/1/01,-23.97699928,-4.230999947,,,
Country Code,21.35,-87.2867819,Yucatan,Tap,1/1/01,-24.73500061,-4.355999947,,,
Country Code,21.35,-87.0367819,Yucatan,Tap,1/1/01,-26.16799927,-4.568999767,,,
Country Code,21.1,-105.0367819,South Mexico,Tap,1/1/01,-57.13800049,-7.710999966,,,
Country Code,21.1,-104.7867819,South Mexico,Tap,1/1/01,-56.90599823,-7.65500021,,,
Country Code,21.1,-104.5367819,South Mexico,Tap,1/1/01,-56.44200134,-7.568999767,,,
Country Code,21.1,-104.2867819,South Mexico,Tap,1/1/01,-55.70299911,-7.447000027,,,
Country Code,21.1,-104.0367819,South Mexico,Tap,1/1/01,-54,-7.221000195,,,
Country Code,21.1,-103.7867819,South Mexico,Tap,1/1/01,-53.09000015,-7.072999954,,,
Country Code,21.1,-103.5367819,South Mexico,Tap,1/1/01,-52.5870018,-6.986000061,,,
Country Code,21.1,-103.2867819,South Mexico,Tap,1/1/01,-53.60599899,-7.117000103,,,
Country Code,21.1,-103.0367819,South Mexico,Tap,1/1/01,-56.3429985,-7.473999977,,,
Country Code,21.1,-102.7867819,South Mexico,Tap,1/1/01,-59.59199905,-7.894000053,,,
Country Code,21.1,-102.5367819,South Mexico,Tap,1/1/01,-62.81000137,-8.312999725,,,
Country Code,21.1,-102.2867819,South Mexico,Tap,1/1/01,-65.97100067,-8.729999542,,,
Country Code,21.1,-102.0367819,South Mexico,Tap,1/1/01,-69.08699799,-9.152999878,,,
Country Code,21.1,-101.7867819,South Mexico,Tap,1/1/01,-72.25499725,-9.583999634,,,
Country Code,21.1,-101.5367819,South Mexico,Tap,1/1/01,-73.43199921,-9.748999596,,,
Country Code,21.1,-101.2867819,South Mexico,Tap,1/1/01,-71.84999847,-9.548000336,,,
Country Code,21.1,-101.0367819,South Mexico,Tap,1/1/01,-70.58999634,-9.395999908,,,
Country Code,21.1,-100.7867819,South Mexico,Tap,1/1/01,-68.92099762,-9.234999657,,,
Country Code,21.1,-100.5367819,South Mexico,Tap,1/1/01,-67.68599701,-9.111000061,,,
Country Code,21.1,-100.2867819,South Mexico,Tap,1/1/01,-66.56999969,-9.001000404,,,
Country Code,21.1,-100.0367819,South Mexico,Tap,1/1/01,-65.58399963,-8.904999733,,,
Country Code,21.1,-99.7867819,South Mexico,Tap,1/1/01,-64.72299957,-8.833000183,,,
Country Code,21.1,-99.5367819,South Mexico,Tap,1/1/01,-61.4469986,-8.583000183,,,
Country Code,21.1,-99.2867819,South Mexico,Tap,1/1/01,-60.05199814,-8.5,,,
Country Code,21.1,-99.0367819,South Mexico,Tap,1/1/01,-56.19800186,-8.126000404,,,
Country Code,21.1,-98.7867819,South Mexico,Tap,1/1/01,-50.0719986,-7.441999912,,,
Country Code,21.1,-98.5367819,South Mexico,Tap,1/1/01,-44.05400085,-6.744999886,,,
Country Code,21.1,-98.2867819,South Mexico,Tap,1/1/01,-38.54000092,-6.092000008,,,
Country Code,21.1,-98.0367819,South Mexico,Tap,1/1/01,-34.02700043,-5.554999828,,,
Country Code,21.1,-97.7867819,South Mexico,Tap,1/1/01,-31.09300041,-5.227000237,,,
Country Code,21.1,-97.5367819,South Mexico,Tap,1/1/01,-29.80500031,-5.118000031,,,
Country Code,21.1,-90.0367819,Yucatan,Tap,1/1/01,-28.29599953,-4.669000149,,,
Country Code,21.1,-89.7867819,Yucatan,Tap,1/1/01,-27.8939991,-4.614999771,,,
Country Code,21.1,-89.5367819,Yucatan,Tap,1/1/01,-27.45499992,-4.559999943,,,
Country Code,21.1,-89.2867819,Yucatan,Tap,1/1/01,-26.94300079,-4.501999855,,,
Country Code,21.1,-89.0367819,Yucatan,Tap,1/1/01,-26.06399918,-4.372000217,,,
Country Code,21.1,-88.7867819,Yucatan,Tap,1/1/01,-25.25900078,-4.264999866,,,
Country Code,21.1,-88.5367819,Yucatan,Tap,1/1/01,-24.4470005,-4.195000172,,,
Country Code,21.1,-88.2867819,Yucatan,Tap,1/1/01,-23.58399963,-4.118999958,,,
Country Code,21.1,-88.0367819,Yucatan,Tap,1/1/01,-22.74500084,-4.03399992,,,
Country Code,21.1,-87.7867819,Yucatan,Tap,1/1/01,-22.0340004,-3.957000017,,,
Country Code,21.1,-87.5367819,Yucatan,Tap,1/1/01,-21.70499992,-3.938999891,,,
Country Code,21.1,-87.2867819,Yucatan,Tap,1/1/01,-22.39900017,-4.06400013,,,
Country Code,21.1,-87.0367819,Yucatan,Tap,1/1/01,-24.88100052,-4.422999859,,,
Country Code,20.85,-105.2867819,South Mexico,Tap,1/1/01,-56.87900162,-7.730999947,,,
Country Code,20.85,-105.0367819,South Mexico,Tap,1/1/01,-56.77600098,-7.69299984,,,
Country Code,20.85,-104.7867819,South Mexico,Tap,1/1/01,-56.44100189,-7.625,,,
Country Code,20.85,-104.5367819,South Mexico,Tap,1/1/01,-55.75799942,-7.512000084,,,
Country Code,20.85,-104.2867819,South Mexico,Tap,1/1/01,-53.88999939,-7.267000198,,,
Country Code,20.85,-104.0367819,South Mexico,Tap,1/1/01,-52.28499985,-7.024000168,,,
Country Code,20.85,-103.7867819,South Mexico,Tap,1/1/01,-49.99499893,-6.688000202,,,
Country Code,20.85,-103.5367819,South Mexico,Tap,1/1/01,-47.26300049,-6.288000107,,,
Country Code,20.85,-103.2867819,South Mexico,Tap,1/1/01,-47.52500153,-6.333000183,,,
Country Code,20.85,-103.0367819,South Mexico,Tap,1/1/01,-52.47499847,-7.019000053,,,
Country Code,20.85,-102.7867819,South Mexico,Tap,1/1/01,-57.04999924,-7.614999771,,,
Country Code,20.85,-102.5367819,South Mexico,Tap,1/1/01,-61.05199814,-8.133000374,,,
Country Code,20.85,-102.2867819,South Mexico,Tap,1/1/01,-64.68800354,-8.604000092,,,
Country Code,20.85,-102.0367819,South Mexico,Tap,1/1/01,-67.99199677,-9.043999672,,,
Country Code,20.85,-101.7867819,South Mexico,Tap,1/1/01,-70.84899902,-9.420000076,,,
Country Code,20.85,-101.5367819,South Mexico,Tap,1/1/01,-72.10299683,-9.593999863,,,
Country Code,20.85,-101.2867819,South Mexico,Tap,1/1/01,-71.55899811,-9.538000107,,,
Country Code,20.85,-101.0367819,South Mexico,Tap,1/1/01,-70.71700287,-9.451999664,,,
Country Code,20.85,-100.7867819,South Mexico,Tap,1/1/01,-69.42099762,-9.326000214,,,
Country Code,20.85,-100.5367819,South Mexico,Tap,1/1/01,-68.26899719,-9.218999863,,,
Country Code,20.85,-100.2867819,South Mexico,Tap,1/1/01,-67.16999817,-9.111000061,,,
Country Code,20.85,-100.0367819,South Mexico,Tap,1/1/01,-66.20600128,-9.003000259,,,
Country Code,20.85,-99.7867819,South Mexico,Tap,1/1/01,-65.34600067,-8.913999557,,,
Country Code,20.85,-99.5367819,South Mexico,Tap,1/1/01,-63.57600021,-8.767999649,,,
Country Code,20.85,-99.2867819,South Mexico,Tap,1/1/01,-62.2820015,-8.673999786,,,
Country Code,20.85,-99.0367819,South Mexico,Tap,1/1/01,-58.84400177,-8.340999603,,,
Country Code,20.85,-98.7867819,South Mexico,Tap,1/1/01,-53.60699844,-7.77699995,,,
Country Code,20.85,-98.5367819,South Mexico,Tap,1/1/01,-48.33300018,-7.201000214,,,
Country Code,20.85,-98.2867819,South Mexico,Tap,1/1/01,-43.53099823,-6.672999859,,,
Country Code,20.85,-98.0367819,South Mexico,Tap,1/1/01,-39.32799911,-6.201000214,,,
Country Code,20.85,-97.7867819,South Mexico,Tap,1/1/01,-36.52000046,-5.907999992,,,
Country Code,20.85,-97.5367819,South Mexico,Tap,1/1/01,-35.60400009,-5.791999817,,,
Country Code,20.85,-97.2867819,South Mexico,Tap,1/1/01,-35.73799896,-5.84499979,,,
Country Code,20.85,-90.2867819,Yucatan,Tap,1/1/01,-27.7859993,-4.583000183,,,
Country Code,20.85,-90.0367819,Yucatan,Tap,1/1/01,-27.44000053,-4.53000021,,,
Country Code,20.85,-89.7867819,Yucatan,Tap,1/1/01,-27.1060009,-4.482999802,,,
Country Code,20.85,-89.5367819,Yucatan,Tap,1/1/01,-26.72200012,-4.434999943,,,
Country Code,20.85,-89.2867819,Yucatan,Tap,1/1/01,-26.23800087,-4.379000187,,,
Country Code,20.85,-89.0367819,Yucatan,Tap,1/1/01,-25.61700058,-4.313000202,,,
Country Code,20.85,-88.7867819,Yucatan,Tap,1/1/01,-24.61700058,-4.165999889,,,
Country Code,20.85,-88.5367819,Yucatan,Tap,1/1/01,-23.68899918,-4.093999863,,,
Country Code,20.85,-88.2867819,Yucatan,Tap,1/1/01,-22.62599945,-4.014999866,,,
Country Code,20.85,-88.0367819,Yucatan,Tap,1/1/01,-21.53899956,-3.891000032,,,
Country Code,20.85,-87.7867819,Yucatan,Tap,1/1/01,-20.39999962,-3.743999958,,,
Country Code,20.85,-87.5367819,Yucatan,Tap,1/1/01,-19.25200081,-3.615999937,,,
Country Code,20.85,-87.2867819,Yucatan,Tap,1/1/01,-18.79299927,-3.614000082,,,
Country Code,20.85,-87.0367819,Yucatan,Tap,1/1/01,-22.10899925,-4.109000206,,,
Country Code,20.6,-105.0367819,South Mexico,Tap,1/1/01,-56.74399948,-7.72300005,,,
Country Code,20.6,-104.7867819,South Mexico,Tap,1/1/01,-55.69400024,-7.596000195,,,
Country Code,20.6,-104.5367819,South Mexico,Tap,1/1/01,-55.17399979,-7.498000145,,,
Country Code,20.6,-104.2867819,South Mexico,Tap,1/1/01,-54.06499863,-7.323999882,,,
Country Code,20.6,-104.0367819,South Mexico,Tap,1/1/01,-52.17300034,-7.047999859,,,
Country Code,20.6,-103.7867819,South Mexico,Tap,1/1/01,-49.43099976,-6.657999992,,,
Country Code,20.6,-103.5367819,South Mexico,Tap,1/1/01,-46.08000183,-6.190000057,,,
Country Code,20.6,-103.2867819,South Mexico,Tap,1/1/01,-46.73600006,-6.355000019,,,
Country Code,20.6,-103.0367819,South Mexico,Tap,1/1/01,-51.31900024,-6.922999859,,,
Country Code,20.6,-102.7867819,South Mexico,Tap,1/1/01,-55.81100082,-7.493000031,,,
Country Code,20.6,-102.5367819,South Mexico,Tap,1/1/01,-59.82099915,-8.006999969,,,
Country Code,20.6,-102.2867819,South Mexico,Tap,1/1/01,-63.41899872,-8.468000412,,,
Country Code,20.6,-102.0367819,South Mexico,Tap,1/1/01,-66.55999756,-8.880000114,,,
Country Code,20.6,-101.7867819,South Mexico,Tap,1/1/01,-69.12799835,-9.213000298,,,
Country Code,20.6,-101.5367819,South Mexico,Tap,1/1/01,-70.70200348,-9.430999756,,,
Country Code,20.6,-101.2867819,South Mexico,Tap,1/1/01,-70.97899628,-9.491999626,,,
Country Code,20.6,-101.0367819,South Mexico,Tap,1/1/01,-70.77600098,-9.48900032,,,
Country Code,20.6,-100.7867819,South Mexico,Tap,1/1/01,-69.82299805,-9.397999763,,,
Country Code,20.6,-100.5367819,South Mexico,Tap,1/1/01,-68.81300354,-9.315999985,,,
Country Code,20.6,-100.2867819,South Mexico,Tap,1/1/01,-67.71099854,-9.206999779,,,
Country Code,20.6,-100.0367819,South Mexico,Tap,1/1/01,-66.87200165,-9.093000412,,,
Country Code,20.6,-99.7867819,South Mexico,Tap,1/1/01,-66.01599884,-8.984000206,,,
Country Code,20.6,-99.5367819,South Mexico,Tap,1/1/01,-64.60500336,-8.831000328,,,
Country Code,20.6,-99.2867819,South Mexico,Tap,1/1/01,-62.68799973,-8.642999649,,,
Country Code,20.6,-99.0367819,South Mexico,Tap,1/1/01,-59.76499939,-8.350000381,,,
Country Code,20.6,-98.7867819,South Mexico,Tap,1/1/01,-55.67100143,-7.934999943,,,
Country Code,20.6,-98.5367819,South Mexico,Tap,1/1/01,-51.26499939,-7.481999874,,,
Country Code,20.6,-98.2867819,South Mexico,Tap,1/1/01,-47.19599915,-7.056000233,,,
Country Code,20.6,-98.0367819,South Mexico,Tap,1/1/01,-43.72499847,-6.702000141,,,
Country Code,20.6,-97.7867819,South Mexico,Tap,1/1/01,-41.85599899,-6.465000153,,,
Country Code,20.6,-97.5367819,South Mexico,Tap,1/1/01,-40.92300034,-6.381000042,,,
Country Code,20.6,-97.2867819,South Mexico,Tap,1/1/01,-40.00400162,-6.316999912,,,
Country Code,20.6,-90.2867819,Yucatan,Tap,1/1/01,-26.84399986,-4.436999798,,,
Country Code,20.6,-90.0367819,Yucatan,Tap,1/1/01,-26.61000061,-4.394999981,,,
Country Code,20.6,-89.7867819,Yucatan,Tap,1/1/01,-26.39699936,-4.361999989,,,
Country Code,20.6,-89.5367819,Yucatan,Tap,1/1/01,-26.12000084,-4.330999851,,,
Country Code,20.6,-89.2867819,Yucatan,Tap,1/1/01,-25.71199989,-4.285999775,,,
Country Code,20.6,-89.0367819,Yucatan,Tap,1/1/01,-25.13699913,-4.222000122,,,
Country Code,20.6,-88.7867819,Yucatan,Tap,1/1/01,-24.29500008,-4.118999958,,,
Country Code,20.6,-88.5367819,Yucatan,Tap,1/1/01,-23.31100082,-4.02699995,,,
Country Code,20.6,-88.2867819,Yucatan,Tap,1/1/01,-22.17300034,-3.951999903,,,
Country Code,20.6,-88.0367819,Yucatan,Tap,1/1/01,-20.99200058,-3.815000057,,,
Country Code,20.6,-87.7867819,Yucatan,Tap,1/1/01,-19.64900017,-3.638999939,,,
Country Code,20.6,-87.5367819,Yucatan,Tap,1/1/01,-17.89900017,-3.427000046,,,
Country Code,20.6,-87.2867819,Yucatan,Tap,1/1/01,-15.79199982,-3.207999945,,,
Country Code,20.35,-105.5367819,South Mexico,Tap,1/1/01,-56.63899994,-7.789000034,,,
Country Code,20.35,-105.2867819,South Mexico,Tap,1/1/01,-56.84999847,-7.797999859,,,
Country Code,20.35,-105.0367819,South Mexico,Tap,1/1/01,-56.28900146,-7.737999916,,,
Country Code,20.35,-104.7867819,South Mexico,Tap,1/1/01,-56.40200043,-7.723999977,,,
Country Code,20.35,-104.5367819,South Mexico,Tap,1/1/01,-56.21900177,-7.671000004,,,
Country Code,20.35,-104.2867819,South Mexico,Tap,1/1/01,-55.43399811,-7.543000221,,,
Country Code,20.35,-104.0367819,South Mexico,Tap,1/1/01,-53.7859993,-7.30700016,,,
Country Code,20.35,-103.7867819,South Mexico,Tap,1/1/01,-51.53699875,-6.992000103,,,
Country Code,20.35,-103.5367819,South Mexico,Tap,1/1/01,-49.72900009,-6.743000031,,,
Country Code,20.35,-103.2867819,South Mexico,Tap,1/1/01,-50.06200027,-6.789000034,,,
Country Code,20.35,-103.0367819,South Mexico,Tap,1/1/01,-52.56499863,-7.102000237,,,
Country Code,20.35,-102.7867819,South Mexico,Tap,1/1/01,-55.9070015,-7.525000095,,,
Country Code,20.35,-102.5367819,South Mexico,Tap,1/1/01,-59.2820015,-7.954999924,,,
Country Code,20.35,-102.2867819,South Mexico,Tap,1/1/01,-62.46699905,-8.362000465,,,
Country Code,20.35,-102.0367819,South Mexico,Tap,1/1/01,-65.24299622,-8.713999748,,,
Country Code,20.35,-101.7867819,South Mexico,Tap,1/1/01,-67.67299652,-9.043000221,,,
Country Code,20.35,-101.5367819,South Mexico,Tap,1/1/01,-69.33399963,-9.288999557,,,
Country Code,20.35,-101.2867819,South Mexico,Tap,1/1/01,-70.59200287,-9.477999687,,,
Country Code,20.35,-101.0367819,South Mexico,Tap,1/1/01,-70.70999908,-9.512999535,,,
Country Code,20.35,-100.7867819,South Mexico,Tap,1/1/01,-69.87200165,-9.420999527,,,
Country Code,20.35,-100.5367819,South Mexico,Tap,1/1/01,-69.26499939,-9.369999886,,,
Country Code,20.35,-100.2867819,South Mexico,Tap,1/1/01,-68.48699951,-9.288000107,,,
Country Code,20.35,-100.0367819,South Mexico,Tap,1/1/01,-67.72399902,-9.187999725,,,
Country Code,20.35,-99.7867819,South Mexico,Tap,1/1/01,-66.86299896,-9.069000244,,,
Country Code,20.35,-99.5367819,South Mexico,Tap,1/1/01,-65.58399963,-8.899999619,,,
Country Code,20.35,-99.2867819,South Mexico,Tap,1/1/01,-63.61100006,-8.682999611,,,
Country Code,20.35,-99.0367819,South Mexico,Tap,1/1/01,-60.60699844,-8.37899971,,,
Country Code,20.35,-98.7867819,South Mexico,Tap,1/1/01,-57.50099945,-8.057999611,,,
Country Code,20.35,-98.5367819,South Mexico,Tap,1/1/01,-53.70399857,-7.708000183,,,
Country Code,20.35,-98.2867819,South Mexico,Tap,1/1/01,-50.25999832,-7.369999886,,,
Country Code,20.35,-98.0367819,South Mexico,Tap,1/1/01,-48.09199905,-7.105000019,,,
Country Code,20.35,-97.7867819,South Mexico,Tap,1/1/01,-46.625,-6.958000183,,,
Country Code,20.35,-97.5367819,South Mexico,Tap,1/1/01,-44.90399933,-6.797999859,,,
Country Code,20.35,-97.2867819,South Mexico,Tap,1/1/01,-43.74000168,-6.702000141,,,
Country Code,20.35,-97.0367819,South Mexico,Tap,1/1/01,-43.06499863,-6.663000107,,,
Country Code,20.35,-90.2867819,Yucatan,Tap,1/1/01,-25.87899971,-4.291999817,,,
Country Code,20.35,-90.0367819,Yucatan,Tap,1/1/01,-25.83300018,-4.268000126,,,
Country Code,20.35,-89.7867819,Yucatan,Tap,1/1/01,-25.8029995,-4.257999897,,,
Country Code,20.35,-89.5367819,Yucatan,Tap,1/1/01,-25.6779995,-4.255000114,,,
Country Code,20.35,-89.2867819,Yucatan,Tap,1/1/01,-25.38400078,-4.237999916,,,
Country Code,20.35,-89.0367819,Yucatan,Tap,1/1/01,-24.90999985,-4.172999859,,,
Country Code,20.35,-88.7867819,Yucatan,Tap,1/1/01,-24.25799942,-4.105999947,,,
Country Code,20.35,-88.5367819,Yucatan,Tap,1/1/01,-23.36700058,-4.006000042,,,
Country Code,20.35,-88.2867819,Yucatan,Tap,1/1/01,-22.37700081,-3.924999952,,,
Country Code,20.35,-88.0367819,Yucatan,Tap,1/1/01,-21.29800034,-3.816999912,,,
Country Code,20.35,-87.7867819,Yucatan,Tap,1/1/01,-19.79899979,-3.615999937,,,
Country Code,20.35,-87.5367819,Yucatan,Tap,1/1/01,-18.70599937,-3.510999918,,,
Country Code,20.1,-105.5367819,South Mexico,Tap,1/1/01,-56.64099884,-7.828999996,,,
Country Code,20.1,-105.2867819,South Mexico,Tap,1/1/01,-56.35300064,-7.811999798,,,
Country Code,20.1,-105.0367819,South Mexico,Tap,1/1/01,-56.8219986,-7.850999832,,,
Country Code,20.1,-104.7867819,South Mexico,Tap,1/1/01,-57.32799911,-7.889999866,,,
Country Code,20.1,-104.5367819,South Mexico,Tap,1/1/01,-57.7840004,-7.918000221,,,
Country Code,20.1,-104.2867819,South Mexico,Tap,1/1/01,-57.77399826,-7.889999866,,,
Country Code,20.1,-104.0367819,South Mexico,Tap,1/1/01,-56.4640007,-7.704999924,,,
Country Code,20.1,-103.7867819,South Mexico,Tap,1/1/01,-54.43899918,-7.421999931,,,
Country Code,20.1,-103.5367819,South Mexico,Tap,1/1/01,-53.03300095,-7.21600008,,,
Country Code,20.1,-103.2867819,South Mexico,Tap,1/1/01,-53.00999832,-7.191999912,,,
Country Code,20.1,-103.0367819,South Mexico,Tap,1/1/01,-54.38499832,-7.349999905,,,
Country Code,20.1,-102.7867819,South Mexico,Tap,1/1/01,-56.67100143,-7.631000042,,,
Country Code,20.1,-102.5367819,South Mexico,Tap,1/1/01,-59.24200058,-7.958000183,,,
Country Code,20.1,-102.2867819,South Mexico,Tap,1/1/01,-61.83599854,-8.286999702,,,
Country Code,20.1,-102.0367819,South Mexico,Tap,1/1/01,-64.03900146,-8.565999985,,,
Country Code,20.1,-101.7867819,South Mexico,Tap,1/1/01,-66.10199738,-8.859999657,,,
Country Code,20.1,-101.5367819,South Mexico,Tap,1/1/01,-68.18299866,-9.156999588,,,
Country Code,20.1,-101.2867819,South Mexico,Tap,1/1/01,-70.06500244,-9.43999958,,,
Country Code,20.1,-101.0367819,South Mexico,Tap,1/1/01,-70.26699829,-9.477000237,,,
Country Code,20.1,-100.7867819,South Mexico,Tap,1/1/01,-69.56600189,-9.387999535,,,
Country Code,20.1,-100.5367819,South Mexico,Tap,1/1/01,-69.08899689,-9.338000298,,,
Country Code,20.1,-100.2867819,South Mexico,Tap,1/1/01,-68.94799805,-9.31799984,,,
Country Code,20.1,-100.0367819,South Mexico,Tap,1/1/01,-68.61100006,-9.277000427,,,
Country Code,20.1,-99.7867819,South Mexico,Tap,1/1/01,-67.97100067,-9.18500042,,,
Country Code,20.1,-99.5367819,South Mexico,Tap,1/1/01,-66.90100098,-9.024000168,,,
Country Code,20.1,-99.2867819,South Mexico,Tap,1/1/01,-65.40200043,-8.821000099,,,
Country Code,20.1,-99.0367819,South Mexico,Tap,1/1/01,-62.15200043,-8.480999947,,,
Country Code,20.1,-98.7867819,South Mexico,Tap,1/1/01,-59.05500031,-8.180000305,,,
Country Code,20.1,-98.5367819,South Mexico,Tap,1/1/01,-56.20800018,-7.901000023,,,
